"sex","foodSecurity","foodSourceNow","WEALTH_TOTAL_VAL","total_income","labor_migrant_hh_total","familyBariEducationAfter","MacArthurLadderPresent","listenRadio","useInternet","marketIntegrationPrimarySchoolTime","marketIntegrationHighSchoolTime","marketIntegrationCollegeTime","marketIntegrationSmallBazaarTime","marketIntegrationLargeBazaarTime","marketIntegrationTownTime","marketIntegrationMainRoadTime","marketIntegrationDhakaTime","marketIntegrationPharmacyTime","marketIntegrationMBBSTime","labor_migrant_bari_in_bangladesh","years_of_education_wife","husband_occupation","years_of_education_husband","relocate_MI","institutionloan_vs_other","bank_vs_micro","husbandTravelINBangladesh","wifeTravelINBangladesh","wifeAbroadTravel","husbandAbroadTravel","listenRadio_h","useInternet_h","watchTV_mins_per_month_h","bank_vs_micro_h","institutionloan_vs_other_h","occupation_agriculture_dummy","occupation_mkt_connection","occupation_ses","age_wife","age_h","assetMobilePhone","assetSmartphone","assetComputer","assetElectricity","landOwnedFarmAmount"
1,6,100,244845,60000,1,1,6,0,0,5.90909090909091,1.47540983606557,1.9672131147541,3.75,2.60869565217391,5,6.7741935483871,3.96694214876033,16.3636363636364,12.5,2,3,9,0,0,0,0,2,3,0,0,0,0,0,0,1,1,2,2,38,38,1,1,0,1,0
0,6,50,228675,32100,1,1,4,0,2,3.0952380952381,15,20,10,10.9090909090909,8.57142857142857,35,2.27488151658768,16.3636363636364,18.5483870967742,7,4,10,7,1,1,0,4,3,0,8,0,2,4500,1,1,1,3,3,32,41,1,0,0,1,0
0,6,100,191650,58750,3,0,6,0,0,10.8333333333333,2.90322580645161,3.87096774193548,3.75,5.71428571428571,5,6.7741935483871,2.65193370165746,16.3636363636364,14.0243902439024,1,0,4,0,0,0,0,2,4,0,0,0,NA,0,NA,NA,1,1,0,58,NA,1,1,0,1,0
0,6,100,144457,2000,6,1,4,0,0,3.0952380952381,4.28571428571429,5.71428571428571,10,20,16.3636363636364,19.0909090909091,3.17880794701987,30,52.2727272727273,3,7,4,10,1,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,1,0,49,NA,1,0,0,1,0
1,6,100,237250,36833.33333,1,2,6,0,1,10.8333333333333,90,1.9672131147541,10,3.87096774193548,5.80645161290323,4.56521739130435,2.65193370165746,30,9.42622950819672,4,10,9,12,0,0,0,5,4,0,1,0,1,150,0,0,1,2,2,34,35,1,1,0,1,8
1,4,100,80180,62000,0,1,5,0,0,10.8333333333333,90,1.9672131147541,10,10.9090909090909,3.91304347826087,5.1219512195122,3.96694214876033,30,6.31868131868132,3,3,1,5,0,1,0,3,3,0,0,0,0,300,0,0,0,0,1,58,58,0,0,0,0,4.5
1,6,25,344215,21666.66667,1,1,6,0,0,10.8333333333333,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,5.80645161290323,10,2.65193370165746,8.57142857142857,18.5483870967742,4,11,10,9,1,0,0,6,1,0,0,0,0,900,0,0,1,3,3,45,45,1,1,0,1,8
1,6,100,344775,23750,6,1,6,0,0,2.09677419354839,2.90322580645161,3.87096774193548,20,3.87096774193548,5.80645161290323,10,2.65193370165746,16.3636363636364,15.9722222222222,28,0,1,5,0,0,0,2,2,0,0,0,0,140,1,1,0,0,1,74,74,1,1,0,1,0
0,4,100,102155,12500,15,0,2,0,0,10.8333333333333,8.18181818181818,10.9090909090909,5.45454545454545,2.92682926829268,3.91304347826087,3.44262295081967,2.65193370165746,16.3636363636364,35.9375,0,0,0,0,0,0,0,4,2,0,0,0,0,54000,0,0,1,0,0,68,75,1,0,0,1,7.98
1,6,50,80655,23250,4,1,3,0,0,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,16.3636363636364,19.0909090909091,1.99170124481328,16.3636363636364,18.5483870967742,1,0,0,0,0,1,0,3,5,0,0,0,0,900,0,1,1,0,0,61,61,0,1,0,1,15
1,6,100,244845,30000,2,1,7,0,0,10.8333333333333,5.625,7.5,5.45454545454545,3.87096774193548,5.80645161290323,6.7741935483871,3.96694214876033,16.3636363636364,27.3809523809524,39,0,5,10,0,1,1,3,5,0,0,0,0,300,1,1,0,0,1,68,68,1,1,0,1,0
0,6,100,213920,73333.33333,4,0,4,0,1,10.8333333333333,2.90322580645161,3.87096774193548,2.30769230769231,3.87096774193548,5.80645161290323,6.7741935483871,1.99170124481328,8.57142857142857,18.5483870967742,0,0,9,3,0,0,0,2,2,0,1,NA,NA,3600,0,0,1,2,2,58,57,1,0,0,1,2
0,4,100,102155,12500,4,0,2,0,0,3.0952380952381,8.18181818181818,10.9090909090909,5.45454545454545,7.5,16.3636363636364,19.0909090909091,1.99170124481328,16.3636363636364,35.9375,3,0,9,0,0,0,0,8,2,0,0,0,0,0,NA,NA,1,2,2,58,NA,1,0,0,1,0
0,5,100,104520,17000,0,1,3,0,0,4.0625,1.47540983606557,1.9672131147541,10,3.87096774193548,2.95081967213115,6.7741935483871,7.86885245901639,16.3636363636364,9.42622950819672,12,0,4,0,0,0,0,1,4,0,0,NA,NA,NA,0,NA,1,1,0,54,NA,1,0,0,0,0
0,6,100,244240,75000,1,2,9,0,0,3.0952380952381,4.28571428571429,5.71428571428571,2.85714285714286,3.87096774193548,5.80645161290323,19.0909090909091,2.65193370165746,16.3636363636364,18.5483870967742,20,12,10,12,0,0,0,5,4,0,1,NA,NA,3600,0,0,1,3,3,58,67,1,1,0,1,60
0,6,100,217125,22443.66667,1,0,4,0,2,10.8333333333333,5.625,7.5,8.57142857142857,20,16.3636363636364,35,2.65193370165746,30,35.9375,0,4,10,5,0,0,0,11,5,0,1,NA,NA,1800,1,1,1,3,3,50,59,1,1,0,1,0
1,6,100,344775,16500,1,1,5,0,2,16.25,5.625,7.5,10,20,4.39024390243902,35,2.65193370165746,30,18.5483870967742,3,10,9,9,0,0,0,5,3,0,0,0,2,1800,0,0,1,2,2,45,45,1,1,0,1,0
0,6,100,207335,40000,1,2,6,0,0,10.8333333333333,8.18181818181818,10.9090909090909,5.45454545454545,7.5,5.80645161290323,3.44262295081967,1.99170124481328,8.57142857142857,95.8333333333333,8,10,10,9,1,0,0,4,7,0,0,0,1,1800,0,0,1,3,3,41,49,1,1,0,1,0
0,5,100,180075,6833.333333,0,1,1,0,0,10.8333333333333,2.90322580645161,3.87096774193548,5.45454545454545,10.9090909090909,5.80645161290323,10,5.27472527472527,16.3636363636364,52.2727272727273,1,0,10,2,0,1,0,8,1,0,0,NA,0,3600,0,1,1,3,3,65,71,1,0,0,1,0
0,5,50,309225,27000,0,2,5,0,0,3.0952380952381,90,1.9672131147541,1.93548387096774,3.87096774193548,2.22222222222222,6.7741935483871,1.99170124481328,11.25,9.42622950819672,0,4,9,8,0,1,1,8,3,0,0,0,0,NA,NA,NA,1,2,2,46,NA,1,0,0,1,6
0,5,100,141525,25000,0,0,3,0,0,5.90909090909091,2.90322580645161,3.87096774193548,3.75,7.5,2.95081967213115,105,2.65193370165746,8.57142857142857,9.42622950819672,2,0,1,0,0,0,0,1,0,0,8,NA,NA,NA,NA,NA,0,0,1,68,70,1,1,0,1,0
1,4,100,102155,12500,2,0,2,0,0,8.125,8.18181818181818,10.9090909090909,5.45454545454545,2.92682926829268,3.91304347826087,5.1219512195122,1.99170124481328,16.3636363636364,11.2745098039216,0,0,4,8,0,1,0,8,4,0,0,0,0,900,0,1,1,1,0,60,60,1,0,0,0,0
1,6,75,315325,5000,2,1,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,10,7.5,2.95081967213115,10,2.65193370165746,30,14.0243902439024,5,0,1,2,0,1,0,4,1,0,7,0,0,300,0,1,0,0,1,49,49,1,1,0,1,0
0,6,100,381825,67083.33333,3,2,6,0,2,5.90909090909091,4.28571428571429,5.71428571428571,2.85714285714286,5.71428571428571,5.80645161290323,3.44262295081967,2.65193370165746,8.57142857142857,18.5483870967742,23,4,9,8,0,1,1,3,1,0,0,0,NA,NA,NA,NA,1,2,2,55,NA,1,1,0,0,200
0,5,75,203195,12000,10,0,4,0,2,10.8333333333333,2.90322580645161,3.87096774193548,2.85714285714286,1.31868131868132,1.48760330578512,13.125,3.96694214876033,8.57142857142857,18.5483870967742,6,0,9,3,0,0,0,10,1,0,0,0,0,0,NA,NA,1,2,2,65,69,1,0,0,1,26
1,6,100,347025,23750,6,0,6,0,0,5.90909090909091,2.90322580645161,3.87096774193548,2.85714285714286,1.9672131147541,2.53521126760563,4.11764705882353,2.65193370165746,8.57142857142857,18.5483870967742,2,0,0,0,0,1,0,8,3,0,0,0,0,0,0,1,1,0,0,68,68,1,0,0,1,0
1,6,50,432125,100000,2,1,6,0,0,5.90909090909091,2.5,3.33333333333333,1.46341463414634,2.92682926829268,3.91304347826087,4.56521739130435,2.65193370165746,8.57142857142857,11.2745098039216,5,0,1,0,0,0,0,10,3,0,0,0,0,1800,0,0,0,0,1,61,61,1,1,0,1,0
0,6,25,367780,50800,2,0,6,0,3,10.8333333333333,2.19512195121951,2.92682926829268,5.45454545454545,1.9672131147541,2.95081967213115,6.7741935483871,2.65193370165746,8.57142857142857,9.42622950819672,8,0,1,0,0,0,0,9,1,0,1,0,1,0,0,0,0,0,1,65,71,1,1,0,0,360
1,6,100,343400,118666.6667,8,1,6,0,0,65,90,120,60,120,180,210,480,16.3636363636364,575,8,7,0,12,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,60,60,1,1,0,1,10
1,5,75,204400,31833.33333,2,1,3,0,0,5.90909090909091,8.18181818181818,10.9090909090909,7.5,10.9090909090909,8.57142857142857,19.0909090909091,1.99170124481328,16.3636363636364,18.5483870967742,2,0,2,0,0,1,0,8,4,0,0,0,0,900,0,0,0,0,0,55,55,1,0,0,1,0
1,6,0,272825,9166.666667,1,2,5,0,0,5.90909090909091,4.28571428571429,1.48148148148148,5.45454545454545,3.87096774193548,5.80645161290323,4.56521739130435,2.65193370165746,16.3636363636364,18.5483870967742,0,5,0,10,0,0,0,3,3,0,0,0,0,900,0,1,1,0,0,52,52,1,1,0,1,0
0,6,100,235875,28833.33333,4,1,10,0,3,5.90909090909091,2.90322580645161,3.87096774193548,10,20,8.57142857142857,3.44262295081967,2.27488151658768,30,18.5483870967742,14,0,9,0,0,0,0,2,3,0,0,NA,NA,NA,NA,NA,1,2,2,58,NA,1,1,0,1,0
0,6,50,276990,47666.66667,5,0,2,0,0,5.90909090909091,2.90322580645161,3.87096774193548,10,5.71428571428571,8.57142857142857,10,1.59468438538206,22.5,27.3809523809524,15,0,1,0,0,0,0,5,10,0,0,NA,0,900,0,0,0,0,1,77,76,1,1,0,1,24
0,6,75,228425,42266.66667,2,0,2,0,0,10.8333333333333,5.625,7.5,7.5,7.5,3.91304347826087,13.125,1.99170124481328,8.57142857142857,35.9375,1,5,2,4,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,43,35,1,0,0,0,18
0,5,100,52345,10750,2,1,3,1,0,5.90909090909091,90,1.9672131147541,2.85714285714286,3.87096774193548,4.39024390243902,6.7741935483871,1.99170124481328,16.3636363636364,9.42622950819672,10,0,7,4,1,0,0,5,5,0,0,NA,0,NA,NA,NA,1,1,1,31,NA,1,0,0,0,0
1,5,100,174445,13150,0,1,5,0,0,2.09677419354839,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,16.3636363636364,14.0243902439024,45,8,10,12,1,0,0,4,4,0,0,0,0,3600,0,0,1,3,3,48,48,1,0,0,1,0
0,5,100,331520,3500,1,1,5,0,2,10.8333333333333,90,1.9672131147541,1.93548387096774,1.9672131147541,2.36842105263158,2.30769230769231,1.99170124481328,5.80645161290323,9.42622950819672,2,0,6,0,0,0,0,7,2,0,0,0,0,NA,NA,NA,0,0,1,49,NA,1,0,0,1,0
0,5,100,58310,6000,4,0,3,0,0,10.8333333333333,2.19512195121951,2.92682926829268,20,2.92682926829268,5.80645161290323,4.56521739130435,1.99170124481328,5.80645161290323,18.5483870967742,14,1,4,8,0,1,0,1,2,0,0,NA,NA,NA,NA,NA,1,1,0,52,NA,1,0,0,0,0
0,6,100,223225,80083.33333,2,2,6,0,2,3.0952380952381,1.47540983606557,1.9672131147541,5.45454545454545,2.92682926829268,1.97802197802198,19.0909090909091,2.27488151658768,11.25,8.09859154929577,0,0,4,6,1,0,0,8,6,0,0,0,1,0,0,1,1,1,0,32,34,1,1,0,1,0
0,6,50,420900,53000,2,1,5,0,2,10.8333333333333,8.18181818181818,10.9090909090909,10,10.9090909090909,4.39024390243902,3.44262295081967,2.65193370165746,30,35.9375,2,0,9,5,0,0,0,12,7,0,0,0,0,NA,NA,NA,1,2,2,68,NA,1,1,0,1,0
0,6,100,141200,25000,9,2,6,0,0,1.80555555555556,2.5,3.33333333333333,10,0.991735537190083,5.80645161290323,6.7741935483871,3.96694214876033,30,18.5483870967742,3,0,9,8,0,0,0,3,2,0,0,NA,NA,54000,0,0,1,2,2,55,59,1,1,0,1,34
0,6,100,280395,64000,5,2,8,0,2,10.8333333333333,8.18181818181818,10.9090909090909,10,4.61538461538461,11.25,52.5,2.27488151658768,30,52.2727272727273,1,5,9,5,0,0,0,2,4,0,0,NA,2,900,0,0,1,2,2,53,58,1,1,0,1,0
0,6,25,396650,6333.333333,10,0,5,0,4,5.90909090909091,8.18181818181818,10.9090909090909,5.45454545454545,3.87096774193548,5.80645161290323,4.11764705882353,3.96694214876033,16.3636363636364,9.42622950819672,6,0,1,0,0,0,0,2,2,0,1,0,0,NA,0,0,0,0,1,68,NA,1,1,0,1,0
1,6,100,481350,146000,4,2,10,0,0,4.0625,5.625,7.5,2.85714285714286,3.87096774193548,4.39024390243902,19.0909090909091,2.65193370165746,16.3636363636364,18.5483870967742,16,8,10,12,0,0,0,12,6,0,2,0,0,4500,0,0,1,3,3,58,58,1,1,0,1,0
0,5,25,290975,101000,3,1,8,0,0,5.90909090909091,4.28571428571429,1.48148148148148,2.85714285714286,3.87096774193548,2.22222222222222,6.7741935483871,2.65193370165746,8.57142857142857,9.42622950819672,10,4,1,5,0,0,0,4,4,0,0,0,0,1800,0,0,0,0,1,50,56,1,1,0,1,40
0,5,75,209700,24098.33333,1,2,6,0,1,4.0625,8.18181818181818,10.9090909090909,2.85714285714286,3.87096774193548,5.80645161290323,3.44262295081967,2.65193370165746,8.57142857142857,95.8333333333333,11,9,23,12,0,1,0,4,8,0,0,0,2,1800,0,0,1,3,3,42,40,1,0,0,1,132
1,6,75,759775,449000,9,1,6,0,0,8.125,4.28571428571429,5.71428571428571,5.45454545454545,10.9090909090909,3.91304347826087,19.0909090909091,2.27488151658768,16.3636363636364,27.3809523809524,45,7,0,9,1,0,0,7,6,1,1,0,0,900,1,1,1,0,0,71,71,1,0,1,1,0
0,5,100,45614,14000,3,1,2,0,0,4.0625,8.18181818181818,10.9090909090909,10,5.71428571428571,8.57142857142857,3.44262295081967,2.65193370165746,16.3636363636364,27.3809523809524,6,5,9,5,0,0,0,3,2,0,0,NA,NA,NA,NA,NA,1,2,2,37,NA,1,0,0,1,0
0,6,50,278065,64166.66667,17,2,5,0,0,3.0952380952381,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,2.30769230769231,1.99170124481328,5.80645161290323,18.5483870967742,19,0,1,5,0,0,0,10,9,0,0,0,0,0,0,1,0,0,1,68,69,1,0,0,1,42
0,5,75,200500,50166.66667,1,0,5,0,2,10.8333333333333,11.25,15,15,20,1.97802197802198,35,3.17880794701987,30,95.8333333333333,3,9,10,0,0,0,0,3,3,0,0,NA,NA,5400,0,0,1,3,3,50,60,1,1,0,1,0
0,6,50,276990,64166.66667,5,2,6,0,2,10.8333333333333,4.28571428571429,5.71428571428571,10,4.61538461538461,8.57142857142857,5.83333333333333,2.27488151658768,16.3636363636364,27.3809523809524,1,0,4,2,0,0,0,6,5,0,0,0,1,0,0,0,1,1,0,60,60,1,1,0,1,0
0,5,100,575725,121666.6667,10,2,7,0,2,5.90909090909091,4.28571428571429,5.71428571428571,2.85714285714286,5.71428571428571,8.57142857142857,10,3.96694214876033,8.57142857142857,27.3809523809524,3,9,9,9,0,0,0,8,5,0,8,NA,NA,0,NA,NA,1,2,2,53,NA,1,1,0,1,0
1,6,100,205500,13000,0,2,3,0,0,10.8333333333333,2.90322580645161,3.87096774193548,10,3.87096774193548,1.97802197802198,6.7741935483871,1.99170124481328,22.5,18.5483870967742,4,7,12,2,1,0,0,3,2,0,0,0,0,900,0,0,1,1,2,41,41,1,1,0,1,0
0,6,50,364550,440000,7,1,7,0,1,3.0952380952381,2.90322580645161,3.87096774193548,5.45454545454545,5.71428571428571,8.57142857142857,35,1.99170124481328,30,27.3809523809524,19,5,1,5,0,0,0,5,5,1,0,0,0,NA,0,0,0,0,1,58,NA,1,1,0,1,30
0,6,100,250625,10000,9,0,3,0,0,10.8333333333333,2.19512195121951,2.92682926829268,10,5.71428571428571,8.57142857142857,19.0909090909091,3.96694214876033,11.25,4.07801418439716,0,0,9,0,0,1,0,9,2,0,0,NA,0,NA,NA,NA,1,2,2,56,NA,1,1,0,0,26
0,3,100,194470,10000,0,1,5,0,0,10.8333333333333,2.90322580645161,3.87096774193548,1.93548387096774,3.87096774193548,2.95081967213115,6.7741935483871,480,5.80645161290323,18.5483870967742,1,0,10,0,0,1,0,6,2,0,0,0,0,2700,0,0,1,3,3,44,49,1,0,0,1,0
1,6,100,181390,12000,6,2,5,0,1,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,10.9090909090909,11.25,19.0909090909091,1.99170124481328,16.3636363636364,18.5483870967742,4,0,10,0,0,0,0,10,4,0,1,0,1,1800,0,1,1,3,3,68,69,1,1,0,0,48
1,6,50,393225,6333.333333,8,0,5,0,0,10.8333333333333,8.18181818181818,10.9090909090909,5.45454545454545,7.5,5.80645161290323,52.5,2.65193370165746,16.3636363636364,35.9375,3,3,0,0,0,0,0,4,7,0,0,0,0,54000,0,0,1,0,0,65,65,1,1,0,1,0
0,4,75,265275,30000,5,2,7,0,0,10.8333333333333,90,1.9672131147541,5.45454545454545,5.71428571428571,1.97802197802198,1.39072847682119,480,11.25,12.5,42,1,1,0,1,0,0,5,4,1,0,0,0,900,0,0,0,0,1,68,76,1,1,1,0,133
0,6,50,133625,6291.666667,3,0,5,0,0,3.0952380952381,2.90322580645161,3.87096774193548,2.85714285714286,5.71428571428571,3.91304347826087,6.7741935483871,2.65193370165746,8.57142857142857,27.3809523809524,37,7,2,1,0,0,0,8,3,0,8,NA,0,900,0,0,0,0,0,45,57,1,1,0,1,24
1,5,100,211250,12500,9,0,3,0,0,3.0952380952381,2.19512195121951,2.92682926829268,2.85714285714286,1.9672131147541,5.80645161290323,10,1.99170124481328,5.80645161290323,14.0243902439024,2,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,68,68,1,1,0,1,0
0,6,100,216250,0,2,1,5,0,0,10.8333333333333,5.625,7.5,1.93548387096774,5.71428571428571,8.57142857142857,52.5,3.96694214876033,60,22.1153846153846,21,6,4,10,0,0,0,8,5,0,8,0,0,54000,0,1,1,1,0,45,56,1,0,0,1,0
1,6,25,344215,27250,11,2,6,0,0,5.90909090909091,1.95652173913043,2.60869565217391,5.45454545454545,1.9672131147541,2.36842105263158,2.76315789473684,1.99170124481328,16.3636363636364,9.42622950819672,11,5,1,3,1,0,0,5,3,0,1,0,0,1800,1,1,0,0,1,66,66,0,1,0,1,40
1,6,100,213950,45000,10,1,6,0,0,3.0952380952381,2.90322580645161,3.87096774193548,5.45454545454545,2.92682926829268,2.95081967213115,6.7741935483871,1.99170124481328,8.57142857142857,6.31868131868132,16,1,10,5,1,0,0,10,4,0,3,0,0,0,1,1,1,3,3,68,68,1,0,0,1,85
0,5,100,186450,4083.333333,2,1,3,0,1,10.8333333333333,90,1.9672131147541,2.85714285714286,5.71428571428571,2.95081967213115,10,3.17880794701987,8.57142857142857,18.5483870967742,3,0,10,0,0,1,0,1,2,0,2,NA,NA,NA,NA,NA,1,3,3,48,NA,1,1,0,1,0
1,6,50,432125,1800,10,1,5,0,2,5.90909090909091,2.90322580645161,3.87096774193548,10,3.87096774193548,5.80645161290323,2.30769230769231,1.59468438538206,16.3636363636364,6.31868131868132,4,0,1,5,0,1,0,2,2,0,0,0,2,140,0,1,0,0,1,83,83,1,1,0,1,110
1,5,25,47295,14000,1,1,4,0,0,5.90909090909091,90,1.9672131147541,2.85714285714286,1.9672131147541,2.95081967213115,3.44262295081967,1.99170124481328,11.25,9.42622950819672,4,1,2,8,0,0,0,10,4,0,0,0,0,72000,0,0,0,0,0,72,72,1,0,0,1,15
1,6,50,390275,175166.6667,5,2,4,0,0,10.8333333333333,2.19512195121951,2.92682926829268,1.46341463414634,3.87096774193548,2.22222222222222,10,15.4838709677419,30,27.3809523809524,9,10,9,0,0,0,0,2,2,0,8,0,0,1800,0,1,1,2,2,62,62,1,1,1,1,42
0,6,75,173725,31000,2,2,4,0,0,5.90909090909091,4.28571428571429,5.71428571428571,3.75,1.9672131147541,2.95081967213115,2.95774647887324,1.77121771217712,4.39024390243902,18.5483870967742,16,1,2,10,0,0,0,10,0,0,0,0,0,NA,NA,NA,0,0,0,31,NA,1,0,0,1,0
0,6,75,428150,98333.33333,11,1,6,0,1,5.90909090909091,5.625,7.5,5.45454545454545,10.9090909090909,2.95081967213115,13.125,2.65193370165746,30,95.8333333333333,13,0,1,5,0,0,0,6,3,0,0,0,0,0,1,1,0,0,1,63,70,1,0,0,1,0
1,6,50,128925,63000,4,0,4,0,0,10.8333333333333,2.19512195121951,2.92682926829268,3.75,5.71428571428571,8.57142857142857,13.125,3.96694214876033,16.3636363636364,18.5483870967742,5,0,10,3,0,0,0,4,10,8,1,0,0,1800,0,0,1,3,3,50,50,1,0,0,1,24
0,6,100,255950,105000,4,0,3,0,1,8.125,3.46153846153846,4.61538461538461,10,3.87096774193548,5.80645161290323,6.7741935483871,1.99170124481328,16.3636363636364,18.5483870967742,10,0,9,0,0,0,0,4,5,0,3,NA,1,0,0,0,1,2,2,62,62,0,1,0,1,0
1,6,100,238650,0,2,1,5,0,0,10.8333333333333,8.18181818181818,10.9090909090909,5.45454545454545,10.9090909090909,3.91304347826087,70,2.65193370165746,16.3636363636364,52.2727272727273,14,0,1,2,0,0,0,8,4,0,0,0,0,1800,0,1,0,0,1,75,74,1,0,0,1,10.64
1,6,75,57780,4000,1,0,6,0,1,65,90,120,60,120,180,210,1.59468438538206,16.3636363636364,575,4,6,4,5,0,0,0,7,12,0,2,0,1,3600,0,1,1,1,0,35,35,1,0,0,1,0
0,6,25,270090,92833.33333,5,1,8,0,1,5.90909090909091,5.625,7.5,20,20,2.22222222222222,23.3333333333333,3.17880794701987,30,52.2727272727273,9,1,1,0,0,1,0,5,3,0,0,0,0,900,0,0,0,0,1,59,69,1,1,0,1,40
1,2,100,155895,15000,1,1,4,0,0,5.90909090909091,15,20,15,7.5,16.3636363636364,52.5,3.17880794701987,11.25,35.9375,12,6,4,5,1,0,0,10,10,0,0,0,0,3600,0,0,1,1,0,39,39,1,0,0,1,0
0,6,100,252790,0,1,1,5,0,0,10.8333333333333,8.18181818181818,10.9090909090909,7.5,10.9090909090909,8.57142857142857,70,1.99170124481328,30,52.2727272727273,4,6,9,0,0,0,0,8,4,0,1,0,2,210,0,0,1,2,2,46,48,1,0,0,1,0
0,5,100,146859,11900,0,1,5,0,0,3.0952380952381,2.90322580645161,3.87096774193548,10,20,2.95081967213115,10,2.27488151658768,30,18.5483870967742,0,0,23,0,1,0,0,16,0,0,0,NA,NA,1350,0,1,1,1,0,32,35,1,0,0,1,0
1,5,75,145100,5083.333333,2,0,3,0,0,5.90909090909091,1.11111111111111,1.31868131868132,2.85714285714286,7.5,2.95081967213115,19.0909090909091,3.96694214876033,8.57142857142857,35.9375,27,0,2,0,0,0,0,4,4,0,0,0,0,900,0,0,0,0,0,55,55,0,0,0,1,0
0,6,100,436100,56500,1,1,2,0,0,5.90909090909091,4.28571428571429,5.71428571428571,10,10.9090909090909,2.95081967213115,2.30769230769231,1.59468438538206,11.25,9.42622950819672,15,10,9,12,0,1,1,3,10,0,0,0,0,NA,NA,0,1,2,2,50,NA,1,1,1,1,100
1,6,75,267730,12850,2,0,5,0,1,3.0952380952381,2.90322580645161,3.87096774193548,2.85714285714286,2.92682926829268,4.39024390243902,19.0909090909091,1.59468438538206,8.57142857142857,9.42622950819672,5,7,0,4,0,0,0,7,4,0,3,0,1,1800,0,0,1,0,0,50,50,1,1,0,1,18
1,6,100,610550,150000,9,2,10,0,0,5.90909090909091,8.18181818181818,10.9090909090909,5.45454545454545,10.9090909090909,2.22222222222222,10,2.65193370165746,16.3636363636364,95.8333333333333,3,5,9,9,0,0,0,12,5,0,1,0,0,0,0,0,1,2,2,67,67,1,0,1,1,0
1,5,100,29240,0,0,0,2,0,0,16.25,90,1.9672131147541,1.93548387096774,1.9672131147541,2.95081967213115,3.44262295081967,3.17880794701987,4.39024390243902,12.5,1,0,0,0,1,0,0,NA,4,0,NA,0,0,600,0,0,1,0,0,56,56,0,0,0,0,3
0,6,50,183575,11416.66667,0,0,3,0,0,2.09677419354839,1.47540983606557,1.9672131147541,2.85714285714286,3.87096774193548,0.994475138121547,10,2.27488151658768,8.57142857142857,18.5483870967742,2,0,4,0,1,0,0,3,3,0,0,0,NA,450,0,1,1,1,0,40,49,1,0,0,1,240
0,6,100,169850,55000,7,0,5,0,0,10.8333333333333,2.90322580645161,1.31868131868132,3.75,3.87096774193548,5.80645161290323,4.56521739130435,3.17880794701987,11.25,18.5483870967742,6,0,10,4,0,1,0,10,0,0,1,0,0,900,0,1,1,3,3,54,57,1,1,0,1,85
1,2,100,194470,20000,0,1,2,0,0,10.8333333333333,5.625,7.5,5.45454545454545,10.9090909090909,8.57142857142857,19.0909090909091,1.99170124481328,16.3636363636364,35.9375,27,9,9,10,1,0,0,10,4,0,0,0,0,0,0,1,1,2,2,38,38,1,0,0,1,0
0,6,100,157425,29500,3,0,5,0,0,2.09677419354839,2.90322580645161,3.87096774193548,2.85714285714286,5.71428571428571,8.57142857142857,6.7741935483871,3.17880794701987,8.57142857142857,27.3809523809524,13,0,4,0,1,0,0,5,4,0,0,NA,NA,0,NA,NA,1,1,0,59,NA,1,0,0,0,20
1,4,100,104025,3833.333333,4,0,3,0,0,5.90909090909091,4.28571428571429,5.71428571428571,5.45454545454545,3.87096774193548,5.80645161290323,3.44262295081967,3.17880794701987,30,18.5483870967742,5,0,1,0,0,0,0,5,1,0,0,0,0,300,0,0,0,0,1,61,61,1,0,0,1,42
0,2,100,72100,7000,0,0,2,0,0,4.0625,5.625,7.5,5.45454545454545,10.9090909090909,5.80645161290323,13.125,2.65193370165746,16.3636363636364,52.2727272727273,14,4,12,5,0,0,0,4,4,0,0,0,0,NA,NA,NA,1,1,2,59,NA,1,0,0,0,0
1,5,25,124200,6250,1,0,4,0,2,3.0952380952381,2.90322580645161,3.87096774193548,2.85714285714286,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,8.57142857142857,6.31868131868132,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,68,68,1,1,0,1,0
0,6,100,207335,0,5,2,4,0,0,5.90909090909091,4.28571428571429,5.71428571428571,10,7.5,5.80645161290323,13.125,2.65193370165746,16.3636363636364,35.9375,0,4,10,10,0,0,0,6,3,0,0,0,0,210,0,0,1,3,3,50,50,1,1,0,1,0
0,5,100,104520,2500,0,0,4,0,0,5.90909090909091,2.90322580645161,3.87096774193548,5.45454545454545,3.87096774193548,5.80645161290323,6.7741935483871,2.65193370165746,16.3636363636364,18.5483870967742,8,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,66,NA,1,0,0,1,0
